博客园Logo
首页
新闻
博问
专区
闪存
班级
代码改变世界
搜索
注册
登录
ImProgrammer
新随笔
管理
随笔 - 1333  文章 - 0  评论 - 0  阅读 - 308万
JLINKARM.DLL < JLINKARM.PAS/H >
复制代码
unit jlinkarm;

interface

uses
  SysUtils, Windows;

(* 
RegIndex    RegName
254 long __declspec(dllimport) JLINK_Go
255 long __declspec(dllimport) JLINK_GoAllowSim
256 long __declspec(dllimport) JLINK_GoEx
257 long __declspec(dllimport) JLINK_GoIntDis
258 long __declspec(dllimport) JLINK_Halt
259 long __declspec(dllimport) JLINK_HasError
260 long __declspec(dllimport) JLINK_IsConnected
261 long __declspec(dllimport) JLINK_IsHalted
262 long __declspec(dllimport) JLINK_IsOpen
263 long __declspec(dllimport) JLINK_JTAG_GetDeviceId
264 long __declspec(dllimport) JLINK_JTAG_StoreData
265 long __declspec(dllimport) JLINK_JTAG_StoreGetRaw
266 long __declspec(dllimport) JLINK_JTAG_SyncBits
267 long __declspec(dllimport) JLINK_JTAG_SyncBytes
268 long __declspec(dllimport) JLINK_MeasureCPUSpeed
269 long __declspec(dllimport) JLINK_MeasureSCLen
270 long __declspec(dllimport) JLINK_Open
271 long __declspec(dllimport) JLINK_OpenEx
272 long __declspec(dllimport) JLINK_ReadCodeMem
273 long __declspec(dllimport) JLINK_ReadConfigReg
274 long __declspec(dllimport) JLINK_ReadControlReg
275 long __declspec(dllimport) JLINK_ReadDCC
276 long __declspec(dllimport) JLINK_ReadDCCFast
277 long __declspec(dllimport) JLINK_ReadDebugReg
278 long __declspec(dllimport) JLINK_ReadEmuConfigMem
279 long __declspec(dllimport) JLINK_ReadICEReg
280 long __declspec(dllimport) JLINK_ReadMem
281 long __declspec(dllimport) JLINK_ReadMemEx
282 long __declspec(dllimport) JLINK_ReadMemHW
283 long __declspec(dllimport) JLINK_ReadMemIndirect
284 long __declspec(dllimport) JLINK_ReadMemU16
285 long __declspec(dllimport) JLINK_ReadMemU32
286 long __declspec(dllimport) JLINK_ReadMemU8
287 long __declspec(dllimport) JLINK_ReadReg
288 long __declspec(dllimport) JLINK_Reset
289 long __declspec(dllimport) JLINK_ResetNoHalt
290 long __declspec(dllimport) JLINK_ResetPullsRESET
291 long __declspec(dllimport) JLINK_ResetPullsTRST
292 long __declspec(dllimport) JLINK_ResetTRST
293 long __declspec(dllimport) JLINK_SelDevice
294 long __declspec(dllimport) JLINK_SelectIP
295 long __declspec(dllimport) JLINK_SelectUSB
296 long __declspec(dllimport) JLINK_SetBP
297 long __declspec(dllimport) JLINK_SetBPEx
298 long __declspec(dllimport) JLINK_SetEndian
299 long __declspec(dllimport) JLINK_SetErrorOutHandler
300 long __declspec(dllimport) JLINK_SetFlashArea
301 long __declspec(dllimport) JLINK_SetInitRegsOnReset
302 long __declspec(dllimport) JLINK_SetLogFile
303 long __declspec(dllimport) JLINK_SetMaxSpeed
304 long __declspec(dllimport) JLINK_SetRESET
305 long __declspec(dllimport) JLINK_SetResetDelay
306 long __declspec(dllimport) JLINK_SetResetPara
307 long __declspec(dllimport) JLINK_SetResetType
308 long __declspec(dllimport) JLINK_SetSpeed
309 long __declspec(dllimport) JLINK_SetTDI
310 long __declspec(dllimport) JLINK_SetTMS
311 long __declspec(dllimport) JLINK_SetTRST
312 long __declspec(dllimport) JLINK_SetWP
313 long __declspec(dllimport) JLINK_SetWarnOutHandler
314 long __declspec(dllimport) JLINK_SimulateInstruction
315 long __declspec(dllimport) JLINK_Step
316 long __declspec(dllimport) JLINK_StepComposite
317 long __declspec(dllimport) JLINK_StoreBits
318 long __declspec(dllimport) JLINK_Test
319 long __declspec(dllimport) JLINK_UpdateFirmware
320 long __declspec(dllimport) JLINK_UpdateFirmwareIfNewer
321 long __declspec(dllimport) JLINK_WaitDCCRead
322 long __declspec(dllimport) JLINK_WriteConfigReg
323 long __declspec(dllimport) JLINK_WriteControlReg
324 long __declspec(dllimport) JLINK_WriteDCC
325 long __declspec(dllimport) JLINK_WriteDCCFast
326 long __declspec(dllimport) JLINK_WriteDebugReg
327 long __declspec(dllimport) JLINK_WriteEmuConfigMem
328 long __declspec(dllimport) JLINK_WriteICEReg
329 long __declspec(dllimport) JLINK_WriteMem
330 long __declspec(dllimport) JLINK_WriteMemDelayed
331 long __declspec(dllimport) JLINK_WriteMemEx
332 long __declspec(dllimport) JLINK_WriteReg
333 long __declspec(dllimport) JLINK_WriteU16
334 long __declspec(dllimport) JLINK_WriteU32
335 long __declspec(dllimport) JLINK_WriteU8
336 long __declspec(dllimport) JLINK_WriteVerifyMem
337 long __declspec(dllimport) __stadcall JLINK_Communicate
338 long __declspec(dllimport) __stadcall JLINK_JTAG_ConfigDevices
339 long __declspec(dllimport) __stadcall JLINK_JTAG_GetData
340 long __declspec(dllimport) __stadcall JLINK_JTAG_GetU16
341 long __declspec(dllimport) __stadcall JLINK_JTAG_GetU32
342 long __declspec(dllimport) __stadcall JLINK_JTAG_GetU8
343 long __declspec(dllimport) __stadcall JLINK_JTAG_StoreGetData
344 long __declspec(dllimport) __stadcall JLINK_JTAG_StoreInst
345 long __declspec(dllimport) __stadcall JLINK_JTAG_StoreRaw
346 long __declspec(dllimport) __stadcall JLINK_JTAG_WriteData
347 long __declspec(dllimport) __stadcall JLINK_SWD_GetData
348 long __declspec(dllimport) __stadcall JLINK_SWD_GetU16
349 long __declspec(dllimport) __stadcall JLINK_SWD_GetU32
350 long __declspec(dllimport) __stadcall JLINK_SWD_GetU8
351 long __declspec(dllimport) __stadcall JLINK_SWD_StoreGetRaw
352 long __declspec(dllimport) __stadcall JLINK_SWD_StoreRaw
353 long __declspec(dllimport) __stadcall JLINK_SWD_SyncBits
354 long __declspec(dllimport) __stadcall JLINK_SWD_SyncBytes
355 */
356 #ifdef __cplusplus
357 }
358 #endif
复制代码
 

http://www.shouldiblockit.com/jlinkarm.dll-d62448391848a1fa526213202fb69305.aspx

jlinkarm.dll V4.28c Export table

复制代码
  1 JLINKARM_AddMirrorArea
  2 JLINKARM_AddMirrorAreaEx
  3 JLINKARM_BeginDownload
  4 JLINKARM_CORE_GetFound
  5 JLINKARM_CORE_Select
  6 JLINKARM_CP15_IsPresent
  7 JLINKARM_CP15_ReadEx
  8 JLINKARM_CP15_ReadReg
  9 JLINKARM_CP15_WriteEx
 10 JLINKARM_CP15_WriteReg
 11 JLINKARM_Clock
 12 JLINKARM_Close
 13 JLINKARM_ClrBP
 14 JLINKARM_ClrBPEx
 15 JLINKARM_ClrDataEvent
 16 JLINKARM_ClrError
 17 JLINKARM_ClrExecTime
 18 JLINKARM_ClrRESET
 19 JLINKARM_ClrTCK
 20 JLINKARM_ClrTDI
 21 JLINKARM_ClrTMS
 22 JLINKARM_ClrTRST
 23 JLINKARM_ClrWP
 24 JLINKARM_Communicate
 25 JLINKARM_ConfigJTAG
 26 JLINKARM_DEVICE_GetInfo
 27 JLINKARM_DownloadECode
 28 JLINKARM_EMU_COM_IsSupported
 29 JLINKARM_EMU_COM_Read
 30 JLINKARM_EMU_COM_Write
 31 JLINKARM_EMU_FILE_Delete
 32 JLINKARM_EMU_FILE_GetSize
 33 JLINKARM_EMU_FILE_Read
 34 JLINKARM_EMU_FILE_Write
 35 JLINKARM_EMU_GetCounters
 36 JLINKARM_EMU_GetDeviceInfo
 37 JLINKARM_EMU_GetList
 38 JLINKARM_EMU_GetMaxMemBlock
 39 JLINKARM_EMU_GetNumDevices
 40 JLINKARM_EMU_GetProductId
 41 JLINKARM_EMU_GetProductName
 42 JLINKARM_EMU_HasCPUCap
 43 JLINKARM_EMU_HasCapEx
 44 JLINKARM_EMU_IsConnected
 45 JLINKARM_EMU_SelectByIndex
 46 JLINKARM_EMU_SelectByUSBSN
 47 JLINKARM_EMU_SelectIP
 48 JLINKARM_EMU_SelectIPBySN
 49 JLINKARM_EMU_TestNRSpeed
 50 JLINKARM_EMU_TestNWSpeed
 51 JLINKARM_ETB_IsPresent
 52 JLINKARM_ETB_ReadReg
 53 JLINKARM_ETB_WriteReg
 54 JLINKARM_ETM_IsPresent
 55 JLINKARM_ETM_ReadReg
 56 JLINKARM_ETM_StartTrace
 57 JLINKARM_ETM_WriteReg
 58 JLINKARM_EnableCheckModeAfterWrite
 59 JLINKARM_EnableFlashCache
 60 JLINKARM_EnableLog
 61 JLINKARM_EnableLogCom
 62 JLINKARM_EnablePerformanceCnt
 63 JLINKARM_EnableSoftBPs
 64 JLINKARM_EndDownload
 65 JLINKARM_ExecCommand
 66 JLINKARM_ExecECode
 67 JLINKARM_FLASH_AddBank
 68 JLINKARM_FLASH_CloseDataFile
 69 JLINKARM_FLASH_DelBank
 70 JLINKARM_FLASH_EraseChip
 71 JLINKARM_FLASH_EraseRequired
 72 JLINKARM_FLASH_GetDeviceName
 73 JLINKARM_FLASH_GetNumLoadedBytes
 74 JLINKARM_FLASH_OpenBinFile
 75 JLINKARM_FLASH_OpenDataFile
 76 JLINKARM_FLASH_Program
 77 JLINKARM_FLASH_SetBankPara
 78 JLINKARM_FLASH_SetClockSpeed
 79 JLINKARM_FLASH_SetNotifyHandler
 80 JLINKARM_FLASH_Verify
 81 JLINKARM_FLASH_VerifyCRC
 82 JLINKARM_FindBP
 83 JLINKARM_GetBPInfo
 84 JLINKARM_GetBPInfoEx
 85 JLINKARM_GetCompileDateTime
 86 JLINKARM_GetConfigData
 87 JLINKARM_GetDLLVersion
 88 JLINKARM_GetDebugInfo
 89 JLINKARM_GetDeviceFamily
 90 JLINKARM_GetDeviceId
 91 JLINKARM_GetEmbeddedFWVersion
 92 JLINKARM_GetEmuCaps
 93 JLINKARM_GetEmuCapsEx
 94 JLINKARM_GetExecTime
 95 JLINKARM_GetFeatureString
 96 JLINKARM_GetFirmwareString
 97 JLINKARM_GetHWInfo
 98 JLINKARM_GetHWStatus
 99 JLINKARM_GetHardwareVersion
100 JLINKARM_GetIRLen
101 JLINKARM_GetId
102 JLINKARM_GetIdData
103 JLINKARM_GetMOEs
104 JLINKARM_GetNumBPUnits
105 JLINKARM_GetNumBPs
106 JLINKARM_GetNumWPUnits
107 JLINKARM_GetNumWPs
108 JLINKARM_GetOEMString
109 JLINKARM_GetPerformanceCnt
110 JLINKARM_GetRegisterName
111 JLINKARM_GetResetTypeDesc
112 JLINKARM_GetSN
113 JLINKARM_GetScanLen
114 JLINKARM_GetSelDevice
115 JLINKARM_GetSpeed
116 JLINKARM_GetSpeedInfo
117 JLINKARM_GetU32
118 JLINKARM_GetWPInfoEx
119 JLINKARM_GetpSharedMem
120 JLINKARM_Go
121 JLINKARM_GoAllowSim
122 JLINKARM_GoEx
123 JLINKARM_GoHalt
124 JLINKARM_GoIntDis
125 JLINKARM_Halt
126 JLINKARM_HasError
127 JLINKARM_INDICATORS_SetState
128 JLINKARM_IsConnected
129 JLINKARM_IsHalted
130 JLINKARM_IsOpen
131 JLINKARM_JTAG_ConfigDevices
132 JLINKARM_JTAG_DisableIF
133 JLINKARM_JTAG_EnableIF
134 JLINKARM_JTAG_GetData
135 JLINKARM_JTAG_GetDeviceId
136 JLINKARM_JTAG_GetDeviceInfo
137 JLINKARM_JTAG_GetU16
138 JLINKARM_JTAG_GetU32
139 JLINKARM_JTAG_GetU8
140 JLINKARM_JTAG_StoreData
141 JLINKARM_JTAG_StoreGetData
142 JLINKARM_JTAG_StoreGetRaw
143 JLINKARM_JTAG_StoreInst
144 JLINKARM_JTAG_StoreRaw
145 JLINKARM_JTAG_SyncBits
146 JLINKARM_JTAG_SyncBytes
147 JLINKARM_JTAG_WriteData
148 JLINKARM_Lock
149 JLINKARM_MeasureCPUSpeed
150 JLINKARM_MeasureRTCKReactTime
151 JLINKARM_MeasureSCLen
152 JLINKARM_NET_Close
153 JLINKARM_NET_Open
154 JLINKARM_Open
155 JLINKARM_OpenEx
156 JLINKARM_PCODE_Exec
157 JLINKARM_PCODE_GetCaps
158 JLINKARM_PCODE_GetS32Version
159 JLINKARM_RAWTRACE_Control
160 JLINKARM_RAWTRACE_Read
161 JLINKARM_ReadCodeMem
162 JLINKARM_ReadConfigReg
163 JLINKARM_ReadControlReg
164 JLINKARM_ReadDCC
165 JLINKARM_ReadDCCFast
166 JLINKARM_ReadDebugPort
167 JLINKARM_ReadDebugReg
168 JLINKARM_ReadEmu
169 JLINKARM_ReadEmuConfigMem
170 JLINKARM_ReadICEReg
171 JLINKARM_ReadMem
172 JLINKARM_ReadMemEx
173 JLINKARM_ReadMemHW
174 JLINKARM_ReadMemIndirect
175 JLINKARM_ReadMemU16
176 JLINKARM_ReadMemU32
177 JLINKARM_ReadMemU64
178 JLINKARM_ReadMemU8
179 JLINKARM_ReadReg
180 JLINKARM_ReadRegs
181 JLINKARM_ReadTerminal
182 JLINKARM_Reset
183 JLINKARM_ResetNoHalt
184 JLINKARM_ResetPullsRESET
185 JLINKARM_ResetPullsTRST
186 JLINKARM_ResetTRST
187 JLINKARM_SWD_DisableSWCLK
188 JLINKARM_SWD_EnableSWCLK
189 JLINKARM_SWD_SetDirIn
190 JLINKARM_SWD_SetDirOut
191 JLINKARM_SWO_Control
192 JLINKARM_SWO_Read
193 JLINKARM_SelDevice
194 JLINKARM_SelectDeviceFamily
195 JLINKARM_SelectIP
196 JLINKARM_SelectUSB
197 JLINKARM_SetBP
198 JLINKARM_SetBPEx
199 JLINKARM_SetDataEvent
200 JLINKARM_SetDebugUnitBlockMask
201 JLINKARM_SetEndian
202 JLINKARM_SetErrorOutHandler
203 JLINKARM_SetFlashArea
204 JLINKARM_SetInitRegsOnReset
205 JLINKARM_SetLogFile
206 JLINKARM_SetMaxSpeed
207 JLINKARM_SetRESET
208 JLINKARM_SetResetDelay
209 JLINKARM_SetResetPara
210 JLINKARM_SetResetType
211 JLINKARM_SetSpeed
212 JLINKARM_SetTCK
213 JLINKARM_SetTDI
214 JLINKARM_SetTMS
215 JLINKARM_SetTRST
216 JLINKARM_SetWP
217 JLINKARM_SetWaitFunction
218 JLINKARM_SetWarnOutHandler
219 JLINKARM_SimulateInstruction
220 JLINKARM_Step
221 JLINKARM_StepComposite
222 JLINKARM_StoreBits
223 JLINKARM_StoreCmd
224 JLINKARM_StoreData
225 JLINKARM_TIF_GetAvailable
226 JLINKARM_TIF_Select
227 JLINKARM_TRACE_AddInst
228 JLINKARM_TRACE_AddItems
229 JLINKARM_TRACE_Control
230 JLINKARM_TRACE_Read
231 JLINKARM_Test
232 JLINKARM_Unlock
233 JLINKARM_UpdateFirmware
234 JLINKARM_UpdateFirmwareIfNewer
235 JLINKARM_WA_AddRange
236 JLINKARM_WA_Restore
237 JLINKARM_WaitDCCRead
238 JLINKARM_WaitForHalt
239 JLINKARM_WriteBits
240 JLINKARM_WriteConfigReg
241 JLINKARM_WriteControlReg
242 JLINKARM_WriteDCC
243 JLINKARM_WriteDCCFast
244 JLINKARM_WriteDebugPort
245 JLINKARM_WriteDebugReg
246 JLINKARM_WriteEmu
247 JLINKARM_WriteEmuConfigMem
248 JLINKARM_WriteICEReg
249 JLINKARM_WriteMem
250 JLINKARM_WriteMemDelayed
251 JLINKARM_WriteMemEx
252 JLINKARM_WriteMemHW
253 JLINKARM_WriteReg
254 JLINKARM_WriteRegs
255 JLINKARM_WriteU16
256 JLINKARM_WriteU32
257 JLINKARM_WriteU64
258 JLINKARM_WriteU8
259 JLINKARM_WriteVectorCatch
260 JLINKARM_WriteVerifyMem
261 JLINK_CP15_ReadReg
262 JLINK_Clock
263 JLINK_Close
264 JLINK_ClrBP
265 JLINK_ClrBPEx
266 JLINK_ClrError
267 JLINK_ClrRESET
268 JLINK_ClrTDI
269 JLINK_ClrTMS
270 JLINK_ClrTRST
271 JLINK_ClrWP
272 JLINK_ConfigJTAG
273 JLINK_EMU_COM_IsSupported
274 JLINK_EMU_COM_Read
275 JLINK_EMU_COM_Write
276 JLINK_EMU_FILE_Delete
277 JLINK_EMU_FILE_GetSize
278 JLINK_EMU_FILE_Read
279 JLINK_EMU_FILE_Write
280 JLINK_EMU_GetCounters
281 JLINK_EMU_GetDeviceInfo
282 JLINK_EMU_GetMaxMemBlock
283 JLINK_EMU_GetNumDevices
284 JLINK_EMU_GetProductName
285 JLINK_EMU_HasCPUCap
286 JLINK_EMU_HasCapEx
287 JLINK_EMU_IsConnected
288 JLINK_EMU_SelectByIndex
289 JLINK_EMU_SelectByUSBSN
290 JLINK_EMU_SelectIP
291 JLINK_EMU_TestNRSpeed
292 JLINK_EMU_TestNWSpeed
293 JLINK_ETM_IsPresent
294 JLINK_ETM_ReadReg
295 JLINK_ETM_StartTrace
296 JLINK_ETM_WriteReg
297 JLINK_EnableCheckModeAfterWrite
298 JLINK_EnableFlashCache
299 JLINK_EnableLog
300 JLINK_EnableLogCom
301 JLINK_EnableSoftBPs
302 JLINK_ExecCommand
303 JLINK_FLASH_AddBank
304 JLINK_FLASH_CloseDataFile
305 JLINK_FLASH_DelBank
306 JLINK_FLASH_EraseRequired
307 JLINK_FLASH_GetDeviceName
308 JLINK_FLASH_GetNumLoadedBytes
309 JLINK_FLASH_OpenBinFile
310 JLINK_FLASH_OpenDataFile
311 JLINK_FLASH_Program
312 JLINK_FLASH_SetBankPara
313 JLINK_FLASH_SetClockSpeed
314 JLINK_FLASH_Verify
315 JLINK_FLASH_VerifyCRC
316 JLINK_FindBP
317 JLINK_GetBPInfoEx
318 JLINK_GetCompileDateTime
319 JLINK_GetConfigData
320 JLINK_GetDLLVersion
321 JLINK_GetEmuCaps
322 JLINK_GetFeatureString
323 JLINK_GetFirmwareString
324 JLINK_GetHWStatus
325 JLINK_GetHardwareVersion
326 JLINK_GetIRLen
327 JLINK_GetId
328 JLINK_GetIdData
329 JLINK_GetNumBPUnits
330 JLINK_GetNumBPs
331 JLINK_GetNumWPs
332 JLINK_GetOEMString
333 JLINK_GetRegisterName
334 JLINK_GetSN
335 JLINK_GetScanLen
336 JLINK_GetSelDevice
337 JLINK_GetSpeed
338 JLINK_GetU32
339 JLINK_Go
340 JLINK_GoAllowSim
341 JLINK_GoEx
342 JLINK_GoIntDis
343 JLINK_Halt
344 JLINK_HasError
345 JLINK_IsConnected
346 JLINK_IsHalted
347 JLINK_IsOpen
348 JLINK_JTAG_GetDeviceId
349 JLINK_JTAG_StoreData
350 JLINK_JTAG_StoreGetRaw
351 JLINK_JTAG_SyncBits
352 JLINK_JTAG_SyncBytes
353 JLINK_MeasureCPUSpeed
354 JLINK_MeasureSCLen
355 JLINK_Open
356 JLINK_OpenEx
357 JLINK_ReadCodeMem
358 JLINK_ReadConfigReg
359 JLINK_ReadControlReg
360 JLINK_ReadDCC
361 JLINK_ReadDCCFast
362 JLINK_ReadDebugReg
363 JLINK_ReadEmuConfigMem
364 JLINK_ReadICEReg
365 JLINK_ReadMem
366 JLINK_ReadMemEx
367 JLINK_ReadMemHW
368 JLINK_ReadMemIndirect
369 JLINK_ReadMemU16
370 JLINK_ReadMemU32
371 JLINK_ReadMemU8
372 JLINK_ReadReg
373 JLINK_Reset
374 JLINK_ResetNoHalt
375 JLINK_ResetPullsRESET
376 JLINK_ResetPullsTRST
377 JLINK_ResetTRST
378 JLINK_SelDevice
379 JLINK_SelectIP
380 JLINK_SelectUSB
381 JLINK_SetBP
382 JLINK_SetBPEx
383 JLINK_SetEndian
384 JLINK_SetErrorOutHandler
385 JLINK_SetFlashArea
386 JLINK_SetInitRegsOnReset
387 JLINK_SetLogFile
388 JLINK_SetMaxSpeed
389 JLINK_SetRESET
390 JLINK_SetResetDelay
391 JLINK_SetResetPara
392 JLINK_SetResetType
393 JLINK_SetSpeed
394 JLINK_SetTDI
395 JLINK_SetTMS
396 JLINK_SetTRST
397 JLINK_SetWP
398 JLINK_SetWarnOutHandler
399 JLINK_SimulateInstruction
400 JLINK_Step
401 JLINK_StepComposite
402 JLINK_StoreBits
403 JLINK_Test
404 JLINK_UpdateFirmware
405 JLINK_UpdateFirmwareIfNewer
406 JLINK_WaitDCCRead
407 JLINK_WriteConfigReg
408 JLINK_WriteControlReg
409 JLINK_WriteDCC
410 JLINK_WriteDCCFast
411 JLINK_WriteDebugReg
412 JLINK_WriteEmuConfigMem
413 JLINK_WriteICEReg
414 JLINK_WriteMem
415 JLINK_WriteMemDelayed
416 JLINK_WriteMemEx
417 JLINK_WriteReg
418 JLINK_WriteU16
419 JLINK_WriteU32
420 JLINK_WriteU8
421 JLINK_WriteVerifyMem
422 _JLINK_Communicate@16
423 _JLINK_EMU_GetProductId@0
424 _JLINK_FLASH_EraseChip@0
425 _JLINK_JTAG_ConfigDevices@8
426 _JLINK_JTAG_GetData@12
427 _JLINK_JTAG_GetU16@4
428 _JLINK_JTAG_GetU32@4
429 _JLINK_JTAG_GetU8@4
430 _JLINK_JTAG_StoreGetData@12
431 _JLINK_JTAG_StoreInst@8
432 _JLINK_JTAG_StoreRaw@12
433 _JLINK_JTAG_WriteData@12
434 _JLINK_POWERTRACE_Control@12
435 _JLINK_POWERTRACE_Read@8
436 _JLINK_SWD_GetData@12
437 _JLINK_SWD_GetU16@4
438 _JLINK_SWD_GetU32@4
439 _JLINK_SWD_GetU8@4
440 _JLINK_SWD_StoreGetRaw@16
441 _JLINK_SWD_StoreRaw@12
442 _JLINK_SWD_SyncBits@0
443 _JLINK_SWD_SyncBytes@0
复制代码
 

 

复制代码
  1 JLINKARM.dll V4.90e, compiled Sep 8 2014 18:46:31
  2 
  3 JLINKARM_AddMirrorArea              
  4 JLINKARM_AddMirrorAreaEx            
  5 JLINKARM_BMI_Get                    
  6 JLINKARM_BMI_Set                    
  7 JLINKARM_BeginDownload              
  8 JLINKARM_CDC_Read                   
  9 JLINKARM_CDC_SetBaudrate            
 10 JLINKARM_CDC_SetHookFuncs           
 11 JLINKARM_CDC_SetRTSState            
 12 JLINKARM_CDC_SetTimeoutLastCDCRead  
 13 JLINKARM_CDC_Write                  
 14 JLINKARM_CORESIGHT_ReadAPDPReg      
 15 JLINKARM_CORESIGHT_WriteAPDPReg     
 16 JLINKARM_CORE_GetFound              
 17 JLINKARM_CORE_Select                
 18 JLINKARM_CP15_IsPresent             
 19 JLINKARM_CP15_ReadEx                
 20 JLINKARM_CP15_ReadReg               
 21 JLINKARM_CP15_WriteEx               
 22 JLINKARM_CP15_WriteReg              
 23 JLINKARM_Clock                      
 24 JLINKARM_Close                      
 25 JLINKARM_ClrBP                      
 26 JLINKARM_ClrBPEx                    
 27 JLINKARM_ClrDataEvent               
 28 JLINKARM_ClrError                   
 29 JLINKARM_ClrExecTime                
 30 JLINKARM_ClrRESET                   
 31 JLINKARM_ClrTCK                     
 32 JLINKARM_ClrTDI                     
 33 JLINKARM_ClrTMS                     
 34 JLINKARM_ClrTRST                    
 35 JLINKARM_ClrWP                      
 36 JLINKARM_Communicate                
 37 JLINKARM_CommunicateEx              
 38 JLINKARM_ConfigJTAG                 
 39 JLINKARM_Connect                    
 40 JLINKARM_Core2CoreName              
 41 JLINKARM_DEVICE_GetIndex            
 42 JLINKARM_DEVICE_GetInfo             
 43 JLINKARM_DEVICE_SelectDialog        
 44 JLINKARM_DisassembleInst            
 45 JLINKARM_DownloadECode              
 46 JLINKARM_EMU_COM_IsSupported        
 47 JLINKARM_EMU_COM_Read               
 48 JLINKARM_EMU_COM_Write              
 49 JLINKARM_EMU_FILE_Delete            
 50 JLINKARM_EMU_FILE_GetList           
 51 JLINKARM_EMU_FILE_GetSize           
 52 JLINKARM_EMU_FILE_Read              
 53 JLINKARM_EMU_FILE_Write             
 54 JLINKARM_EMU_GetCounters            
 55 JLINKARM_EMU_GetDeviceInfo          
 56 JLINKARM_EMU_GetList                
 57 JLINKARM_EMU_GetMaxMemBlock         
 58 JLINKARM_EMU_GetNumConnections      
 59 JLINKARM_EMU_GetNumDevices          
 60 JLINKARM_EMU_GetProductId           
 61 JLINKARM_EMU_GetProductName         
 62 JLINKARM_EMU_HasCPUCap              
 63 JLINKARM_EMU_HasCapEx               
 64 JLINKARM_EMU_IsConnected            
 65 JLINKARM_EMU_SelectByIndex          
 66 JLINKARM_EMU_SelectByUSBSN          
 67 JLINKARM_EMU_SelectIP               
 68 JLINKARM_EMU_SelectIPBySN           
 69 JLINKARM_EMU_TestNRSpeed            
 70 JLINKARM_EMU_TestNWSpeed            
 71 JLINKARM_ETB_IsPresent              
 72 JLINKARM_ETB_ReadReg                
 73 JLINKARM_ETB_WriteReg               
 74 JLINKARM_ETM_IsPresent              
 75 JLINKARM_ETM_ReadReg                
 76 JLINKARM_ETM_StartTrace             
 77 JLINKARM_ETM_WriteReg               
 78 JLINKARM_EnableCheckModeAfterWrite  
 79 JLINKARM_EnableFlashCache           
 80 JLINKARM_EnableLog                  
 81 JLINKARM_EnableLogCom               
 82 JLINKARM_EnablePerformanceCnt       
 83 JLINKARM_EnableSoftBPs              
 84 JLINKARM_EndDownload                
 85 JLINKARM_ExecCommand                
 86 JLINKARM_ExecECode                  
 87 JLINKARM_FindBP                     
 88 JLINKARM_FreeMem                    
 89 JLINKARM_GetBPInfo                  
 90 JLINKARM_GetBPInfoEx                
 91 JLINKARM_GetCompileDateTime         
 92 JLINKARM_GetConfigData              
 93 JLINKARM_GetDLLVersion              
 94 JLINKARM_GetDebugInfo               
 95 JLINKARM_GetDeviceFamily            
 96 JLINKARM_GetDeviceId                
 97 JLINKARM_GetEmbeddedFWString        
 98 JLINKARM_GetEmbeddedFWVersion       
 99 JLINKARM_GetEmuCaps                 
100 JLINKARM_GetEmuCapsEx               
101 JLINKARM_GetExecTime                
102 JLINKARM_GetFeatureString           
103 JLINKARM_GetFirmwareString          
104 JLINKARM_GetHWInfo                  
105 JLINKARM_GetHWStatus                
106 JLINKARM_GetHardwareVersion         
107 JLINKARM_GetIRLen                   
108 JLINKARM_GetId                      
109 JLINKARM_GetIdData                  
110 JLINKARM_GetMOEs                    
111 JLINKARM_GetNumBPUnits              
112 JLINKARM_GetNumBPs                  
113 JLINKARM_GetNumWPUnits              
114 JLINKARM_GetNumWPs                  
115 JLINKARM_GetOEMString               
116 JLINKARM_GetPerformanceCnt          
117 JLINKARM_GetRegisterList            
118 JLINKARM_GetRegisterName            
119 JLINKARM_GetResetTypeDesc           
120 JLINKARM_GetSN                      
121 JLINKARM_GetScanLen                 
122 JLINKARM_GetSelDevice               
123 JLINKARM_GetSpeed                   
124 JLINKARM_GetSpeedInfo               
125 JLINKARM_GetU32                     
126 JLINKARM_GetWPInfoEx                
127 JLINKARM_GetpSharedMem              
128 JLINKARM_Go                         
129 JLINKARM_GoAllowSim                 
130 JLINKARM_GoEx                       
131 JLINKARM_GoHalt                     
132 JLINKARM_GoIntDis                   
133 JLINKARM_Halt                       
134 JLINKARM_HasError                   
135 JLINKARM_INDICATORS_SetState        
136 JLINKARM_IsConnected                
137 JLINKARM_IsHalted                   
138 JLINKARM_IsOpen                     
139 JLINKARM_JTAG_ConfigDevices         
140 JLINKARM_JTAG_DisableIF             
141 JLINKARM_JTAG_EnableIF              
142 JLINKARM_JTAG_GetData               
143 JLINKARM_JTAG_GetDeviceId           
144 JLINKARM_JTAG_GetDeviceInfo         
145 JLINKARM_JTAG_GetU16                
146 JLINKARM_JTAG_GetU32                
147 JLINKARM_JTAG_GetU8                 
148 JLINKARM_JTAG_StoreData             
149 JLINKARM_JTAG_StoreGetData          
150 JLINKARM_JTAG_StoreGetRaw           
151 JLINKARM_JTAG_StoreInst             
152 JLINKARM_JTAG_StoreRaw              
153 JLINKARM_JTAG_SyncBits              
154 JLINKARM_JTAG_SyncBytes             
155 JLINKARM_JTAG_WriteData             
156 JLINKARM_Lock                       
157 JLINKARM_MeasureCPUSpeed            
158 JLINKARM_MeasureCPUSpeedEx          
159 JLINKARM_MeasureRTCKReactTime       
160 JLINKARM_MeasureSCLen               
161 JLINKARM_NET_Close                  
162 JLINKARM_NET_Open                   
